"Order","Family","Species","Diploid.number","Fundamental.number"
"Anura","Ranidae","Rana muscosa",26,46
"Anura","Ranidae","Rana neba",42,78
"Anura","Ranidae","Rana neba",28,52
"Anura","Ranidae","Rana omeimontis",26,52
"Anura","Ranidae","Rana ornativentris",24,48
"Anura","Ranidae","Rana pretiosa",26,52
"Anura","Ranidae","Rana sakuraii",26,52
"Anura","Ranidae","Rana sauteri",26,NA
"Anura","Ranidae","Rana shuchinae",26,52
"Anura","Ranidae","Rana tagoi",26,52
"Anura","Ranidae","Rana temporaria",26,52
"Anura","Ranidae","Rana temporaria",26,NA
"Anura","Ranidae","Rana tsushimensis",26,NA
"Anura","Ranidae","Rana zhenhaiensis",26,52
"Anura","Ranidae","Sanguirana everetti",26,NA
"Anura","Ranidae","Sanguirana sanguinea",26,NA
"Anura","Ranidae","Staurois latopalmatus",26,52
"Anura","Ranidae","Staurois natator",26,NA
"Anura","Ranidae","Sylvirana cubitalis",26,52
"Anura","Ranidae","Sylvirana guentheri",26,52
"Anura","Ranidae","Sylvirana nigrovittata",24,48
"Anura","Ranidae","Sylvirana nigrovittata",26,52
"Anura","Ranidae","Sylvirana spinulosa",26,52
"Anura","Rhacophoridae","Buergeria buergeri",26,NA
"Anura","Rhacophoridae","Buergeria japonica",26,52
"Anura","Rhacophoridae","Buergeria oxycephala",26,52
"Anura","Rhacophoridae","Buergeria robusta",26,52
"Anura","Rhacophoridae","Chiromantis doriae",26,52
"Anura","Rhacophoridae","Chiromantis doriae",16,32
"Anura","Rhacophoridae","Chiromantis petersi",26,52
"Anura","Rhacophoridae","Chiromantis rufescens",26,52
"Anura","Rhacophoridae","Chiromantis xerampelina",26,52
"Anura","Rhacophoridae","Feihyla palpebralis",26,52
"Anura","Rhacophoridae","Feihyla vittata",26,52
"Anura","Rhacophoridae","Kurixalus eiffingeri",26,52
"Anura","Rhacophoridae","Kurixalus eiffingeri",26,52
"Anura","Rhacophoridae","Kurixalus idiootocus",26,52
"Anura","Rhacophoridae","Kurixalus odontotarsus",26,52
"Anura","Rhacophoridae","Polypedates leucomystax",26,NA
"Anura","Rhacophoridae","Polypedates leucomystax",26,52
"Anura","Rhacophoridae","Polypedates maculatus",26,52
"Anura","Rhacophoridae","Polypedates megacephalus",26,52
"Anura","Rhacophoridae","Polypedates mutus",26,52
"Anura","Rhacophoridae","Pseudophilautus wynaadensis",26,52
"Anura","Rhacophoridae","Rhacophorus arboreus",26,52
"Anura","Rhacophoridae","Rhacophorus burmanus",26,52
"Anura","Rhacophoridae","Rhacophorus chenfui",26,52
"Anura","Rhacophoridae","Rhacophorus dennysi",26,52
"Anura","Rhacophoridae","Rhacophorus dugritei",26,52
"Anura","Rhacophoridae","Rhacophorus feae",26,52
"Anura","Rhacophoridae","Rhacophorus malabaricus",26,52
"Anura","Rhacophoridae","Rhacophorus moltrechti",26,52
"Anura","Rhacophoridae","Rhacophorus nigropunctatus",26,52
"Anura","Rhacophoridae","Rhacophorus omeimontis",26,52
"Anura","Rhacophoridae","Rhacophorus owstoni",26,52
"Anura","Rhacophoridae","Rhacophorus prasinatus",26,52
"Anura","Rhacophoridae","Rhacophorus reinwardtii",26,52
"Anura","Rhacophoridae","Rhacophorus rhodopus",26,52
"Anura","Rhacophoridae","Rhacophorus schlegelii",26,52
"Anura","Rhacophoridae","Rhacophorus smaragdinus",26,52
"Anura","Rhacophoridae","Rhacophorus taipeianus",26,52
"Anura","Rhinodermatidae","Insuetophrynus acarpicus",26,52
"Anura","Rhinodermatidae","Rhinoderma darwinii",26,48
"Anura","Rhinodermatidae","Rhinoderma rufum",26,48
"Anura","Rhinophrynidae","Rhinophrynus dorsalis",22,NA
"Anura","Scaphiopodidae","Scaphiopus couchii",26,52
"Anura","Scaphiopodidae","Scaphiopus holbrookii",26,50
"Anura","Scaphiopodidae","Scaphiopus hurterii",26,NA
"Anura","Scaphiopodidae","Spea bombifrons",26,52
"Anura","Scaphiopodidae","Spea hammondii",26,52
"Anura","Scaphiopodidae","Spea multiplicata",26,NA
"Anura","Sooglossidae","Sechellophryne gardineri",26,42
"Anura","Sooglossidae","Sooglossus sechellensis",26,44
"Anura","Sooglossidae","Sooglossus thomasseti",26,44
"Anura","Strabomantidae","Geobatrachus walkeri",20,NA
"Anura","Telmatobiidae","Telmatobius arequipensis",26,52
"Anura","Telmatobiidae","Telmatobius carrillae",26,52
"Anura","Telmatobiidae","Telmatobius ceiorum",26,52
"Anura","Telmatobiidae","Telmatobius chusmisensis",26,52
"Anura","Telmatobiidae","Telmatobius dankoi",26,52
"Anura","Telmatobiidae","Telmatobius jelskii",26,52
"Anura","Telmatobiidae","Telmatobius laticeps",26,52
"Anura","Telmatobiidae","Telmatobius marmoratus",26,52
"Anura","Telmatobiidae","Telmatobius oxycephalus",26,52
"Anura","Telmatobiidae","Telmatobius pefauri",26,52
"Anura","Telmatobiidae","Telmatobius pefauri",26,52
"Anura","Telmatobiidae","Telmatobius peruvianus",26,NA
"Anura","Telmatobiidae","Telmatobius phillippii",26,52
"Anura","Telmatobiidae","Telmatobius rimac",26,52
"Anura","Telmatobiidae","Telmatobius rubigo",26,52
"Anura","Telmatobiidae","Telmatobius schreiteri",26,NA
"Anura","Telmatobiidae","Telmatobius sp",22,NA
"Anura","Telmatobiidae","Telmatobius stephani",26,52
"Anura","Telmatobiidae","Telmatobius vilamensis",26,52
"Caudata","Ambystomatidae","Ambystoma annulatum",28,56
"Caudata","Ambystomatidae","Ambystoma gracile",28,56
"Caudata","Ambystomatidae","Ambystoma jeffersonianum",28,56
"Caudata","Ambystomatidae","Ambystoma laterale",42,84
"Caudata","Ambystomatidae","Ambystoma laterale",42,84
"Caudata","Ambystomatidae","Ambystoma laterale",28,56
"Caudata","Ambystomatidae","Ambystoma macrodactylum",28,56
"Caudata","Ambystomatidae","Ambystoma maculatum",28,56
"Caudata","Ambystomatidae","Ambystoma mavortium",28,NA
"Caudata","Ambystomatidae","Ambystoma mavortium",28,NA
"Caudata","Ambystomatidae","Ambystoma mexicanum",28,56
"Caudata","Ambystomatidae","Ambystoma opacum",28,56
"Caudata","Ambystomatidae","Ambystoma sp.",28,NA
"Caudata","Ambystomatidae","Ambystoma sp.",42,NA
"Caudata","Ambystomatidae","Ambystoma sp.",56,NA
"Caudata","Ambystomatidae","Ambystoma talpoideum",28,56
"Caudata","Ambystomatidae","Ambystoma texanum",42,84
"Caudata","Ambystomatidae","Ambystoma texanum",28,56
"Caudata","Ambystomatidae","Ambystoma tigrinum",28,56
"Caudata","Ambystomatidae","Ambystoma tigrinum tigrinum",28,NA
"Caudata","Ambystomatidae","Dicamptodon ensatus",28,NA
"Caudata","Ambystomatidae","Dicamptodon tenebrosus",28,NA
"Caudata","Amphiumidae","Amphiuma means",28,56
"Caudata","Amphiumidae","Amphiuma tridactylum",28,56
"Caudata","Cryptobranchidae","Andrias davidianus",60,74
"Caudata","Cryptobranchidae","Andrias japonicus",60,74
"Caudata","Cryptobranchidae","Cryptobranchus alleganiensis",60,74
"Caudata","Hynobiidae","Afghanodon mustersi",62,76
"Caudata","Hynobiidae","Batrachuperus karlschmidti",68,92
"Caudata","Hynobiidae","Batrachuperus londongensis",68,92
"Caudata","Hynobiidae","Batrachuperus pinchonii",66,132
"Caudata","Hynobiidae","Batrachuperus pinchonii",66,82
"Caudata","Hynobiidae","Batrachuperus tibetanus",62,100
"Caudata","Hynobiidae","Batrachuperus yenyuanensis",68,90
"Caudata","Hynobiidae","Hynobius abei",56,92
"Caudata","Hynobiidae","Hynobius aff kimurae",58,114
"Caudata","Hynobiidae","Hynobius amjiensis",56,92
"Caudata","Hynobiidae","Hynobius arisanensis",58,96
"Caudata","Hynobiidae","Hynobius boulengeri",56,NA
"Caudata","Hynobiidae","Hynobius boulengeri",58,96
"Caudata","Hynobiidae","Hynobius chinensis",56,94
"Caudata","Hynobiidae","Hynobius dunni",56,86
"Caudata","Hynobiidae","Hynobius formosanus",58,94
"Caudata","Hynobiidae","Hynobius hidamontanus",56,NA
"Caudata","Hynobiidae","Hynobius hidamontanus",56,NA
"Caudata","Hynobiidae","Hynobius katoi",58,96
"Caudata","Hynobiidae","Hynobius kimurae",58,96
"Caudata","Hynobiidae","Hynobius leechii",56,94
"Caudata","Hynobiidae","Hynobius leechii ",54,94
"Caudata","Hynobiidae","Hynobius lichenatus",56,96
"Caudata","Hynobiidae","Hynobius maoershanensis",56,NA
"Caudata","Hynobiidae","Hynobius naevius",56,NA
"Caudata","Hynobiidae","Hynobius nebulosus nebulosus",56,96
"Caudata","Hynobiidae","Hynobius nigrescens",56,NA
"Caudata","Hynobiidae","Hynobius nigrescens",56,96
"Caudata","Hynobiidae","Hynobius okiensis",56,NA
"Caudata","Hynobiidae","Hynobius quelpaertensis",56,NA
"Caudata","Hynobiidae","Hynobius retardatus",40,76
"Caudata","Hynobiidae","Hynobius sonani",58,96
"Caudata","Hynobiidae","Hynobius stejnegeri",56,NA
"Caudata","Hynobiidae","Hynobius takedai",56,NA
"Caudata","Hynobiidae","Hynobius tokyoensis",56,NA
"Caudata","Hynobiidae","Hynobius tsuensis",56,NA
"Caudata","Hynobiidae","Hynobius yiwuensis",56,92
"Caudata","Hynobiidae","Liua shihi",64,76
"Caudata","Hynobiidae","Liua shihi",66,82
"Caudata","Hynobiidae","Liua tsinpaensis",66,NA
"Caudata","Hynobiidae","Onychodactylus aff japonicus",78,104
"Caudata","Hynobiidae","Onychodactylus fischeri",78,100
"Caudata","Hynobiidae","Onychodactylus japonicus",58,98
"Caudata","Hynobiidae","Pachyhynobius shangchengensis",64,70
"Caudata","Hynobiidae","Pseudohynobius flavomaculatus",52,76
"Caudata","Hynobiidae","Pseudohynobius puxiongensis",52,NA
"Caudata","Hynobiidae","Pseudohynobius shuichengensis",50,74
"Caudata","Hynobiidae","Ranodon sibiricus",66,90
"Caudata","Hynobiidae","Salamandrella keyserlingii",62,76
"Caudata","Hynobiidae","Salamandrella keyserlingii",62,78
"Caudata","Hynobiidae","Salamandrella keyserlingii",62,104
"Caudata","Hynobiidae","Salamandrella keyserlingii",62,94
"Caudata","Plethodontidae","Aneides aeneus",28,50
"Caudata","Plethodontidae","Aneides aeneus",28,56
"Caudata","Plethodontidae","Aneides ferreus",28,56
"Caudata","Plethodontidae","Aneides flavipunctatus",28,56
"Caudata","Plethodontidae","Aneides hardii",28,56
"Caudata","Plethodontidae","Aneides lugubris",28,54
"Caudata","Plethodontidae","Aneides lugubris",28,56
"Caudata","Plethodontidae","Aquiloeurycea cephalica",26,NA
"Caudata","Plethodontidae","Batrachoseps attenuatus",26,52
"Caudata","Plethodontidae","Batrachoseps wrighti",26,NA
"Caudata","Plethodontidae","Bolitoglossa cerroensis",26,NA
"Caudata","Plethodontidae","Bolitoglossa colonnea",26,NA
"Caudata","Plethodontidae","Bolitoglossa cuchumatana",26,NA
"Caudata","Plethodontidae","Bolitoglossa dofleini",26,NA
"Caudata","Plethodontidae","Bolitoglossa dunni",26,NA
"Caudata","Plethodontidae","Bolitoglossa engelhardti",26,NA
"Caudata","Plethodontidae","Bolitoglossa flavimembris",26,NA
"Caudata","Plethodontidae","Bolitoglossa hartwegi",26,NA
"Caudata","Plethodontidae","Bolitoglossa helmrichi",26,NA
"Caudata","Plethodontidae","Bolitoglossa lincolni",26,NA
"Caudata","Plethodontidae","Bolitoglossa minutula",26,NA
"Caudata","Plethodontidae","Bolitoglossa morio",26,NA
"Caudata","Plethodontidae","Bolitoglossa occidentalis",26,NA
"Caudata","Plethodontidae","Bolitoglossa paraensis",26,52
"Caudata","Plethodontidae","Bolitoglossa platydactyla",26,NA
"Caudata","Plethodontidae","Bolitoglossa robusta",26,NA
"Caudata","Plethodontidae","Bolitoglossa rostrata",26,NA
"Caudata","Plethodontidae","Bolitoglossa rufescens",26,NA
"Caudata","Plethodontidae","Bolitoglossa striatula",26,NA
"Caudata","Plethodontidae","Bolitoglossa subpalmata",26,52
"Caudata","Plethodontidae","Chiropterotriton arboreus",26,NA
"Caudata","Plethodontidae","Chiropterotriton chiropterus",26,NA
"Caudata","Plethodontidae","Chiropterotriton dimidiatus",26,52
"Caudata","Plethodontidae","Chiropterotriton dimidiatus",26,NA
"Caudata","Plethodontidae","Chiropterotriton lavae",26,NA
"Caudata","Plethodontidae","Chiropterotriton multidentatus",26,NA
"Caudata","Plethodontidae","Cryptotriton veraepacis",26,NA
"Caudata","Plethodontidae","Cryptotriton veraepacis",26,NA
"Caudata","Plethodontidae","Dendrotriton bromeliacius",26,52
"Caudata","Plethodontidae","Dendrotriton bromeliacius",26,NA
"Caudata","Plethodontidae","Dendrotriton rabbi",26,NA
"Caudata","Plethodontidae","Desmognathus fuscus",28,56
"Caudata","Plethodontidae","Desmognathus marmoratus",28,56
"Caudata","Plethodontidae","Desmognathus marmoratus",28,NA
"Caudata","Plethodontidae","Desmognathus monticola",28,56
"Caudata","Plethodontidae","Desmognathus ochrophaeus",28,56
"Caudata","Plethodontidae","Ensatina eschscholtzii",28,56
"Caudata","Plethodontidae","Eurycea bislineata",28,56
"Caudata","Plethodontidae","Eurycea longicauda",28,56
"Caudata","Plethodontidae","Eurycea longicauda melanopleura",28,56
"Caudata","Plethodontidae","Eurycea lucifuga",28,56
"Caudata","Plethodontidae","Gyrinophilus porphyriticus",28,56
"Caudata","Plethodontidae","Hemidactylium scutatum",28,56
"Caudata","Plethodontidae","Hydromantes brunus",28,NA
"Caudata","Plethodontidae","Hydromantes platycephalus",28,NA
"Caudata","Plethodontidae","Hydromantes shastae",28,NA
"Caudata","Plethodontidae","Hydromantes sp. nov.",28,54
"Caudata","Plethodontidae","Isthmura bellii",26,NA
"Caudata","Plethodontidae","Karsenia koreana",28,56
"Caudata","Plethodontidae","Nototriton abscondens",26,NA
"Caudata","Plethodontidae","Nototriton picadoi",26,NA
"Caudata","Plethodontidae","Nyctanolis pernix",26,NA
"Caudata","Plethodontidae","Oedipina poelzi",26,NA
"Caudata","Plethodontidae","Oedipina pseudouniformis",26,NA
"Caudata","Plethodontidae","Oedipina uniformis",26,NA
"Caudata","Plethodontidae","Oedipina uniformis",26,52
"Caudata","Plethodontidae","Parvimolge townsendi",26,52
"Caudata","Plethodontidae","Plethodon cinereus",28,56
"Caudata","Plethodontidae","Plethodon dunni",28,56
"Caudata","Plethodontidae","Plethodon dunni",28,56
"Caudata","Plethodontidae","Plethodon elongatus",28,56
"Caudata","Plethodontidae","Plethodon glutinosus",28,56
"Caudata","Plethodontidae","Plethodon hoffmani",28,56
"Caudata","Plethodontidae","Plethodon jordani",28,56
"Caudata","Plethodontidae","Plethodon larselli",28,56
"Caudata","Plethodontidae","Plethodon neomexicanus",28,56
"Caudata","Plethodontidae","Plethodon nettingi",28,56
"Caudata","Plethodontidae","Plethodon ouachitae",28,56
"Caudata","Plethodontidae","Plethodon punctatus",28,56
"Caudata","Plethodontidae","Plethodon richmondi",28,56
"Caudata","Plethodontidae","Plethodon shenandoah",28,NA
"Caudata","Plethodontidae","Plethodon vandykei",28,56
"Caudata","Plethodontidae","Plethodon vehiculum",28,56
"Caudata","Plethodontidae","Plethodon wehrlei",28,56
"Caudata","Plethodontidae","Plethodon yonahlossee",28,56
"Caudata","Plethodontidae","Pseudoeurycea brunnata",26,NA
"Caudata","Plethodontidae","Pseudoeurycea cochranae",26,52
"Caudata","Plethodontidae","Pseudoeurycea juarezi",26,NA
"Caudata","Plethodontidae","Pseudoeurycea leprosa",26,NA
"Caudata","Plethodontidae","Pseudoeurycea lineola",26,52
"Caudata","Plethodontidae","Pseudoeurycea lineola",26,NA
"Caudata","Plethodontidae","Pseudoeurycea melanomolga",26,NA
"Caudata","Plethodontidae","Pseudoeurycea nigromaculata",26,52
"Caudata","Plethodontidae","Pseudoeurycea rex",26,NA
"Caudata","Plethodontidae","Pseudoeurycea robertsi",26,NA
"Caudata","Plethodontidae","Pseudoeurycea smithi",26,NA
"Caudata","Plethodontidae","Pseudoeurycea werleri",26,NA
"Caudata","Plethodontidae","Pseudotriton montanus diastictus",28,56
"Caudata","Plethodontidae","Pseudotriton ruber",28,56
"Caudata","Plethodontidae","Pseudotriton ruber schencki",28,56
"Caudata","Plethodontidae","Speleomantes ambrosii",28,54
"Caudata","Plethodontidae","Speleomantes flavus",28,54
"Caudata","Plethodontidae","Speleomantes genei",28,54
"Caudata","Plethodontidae","Speleomantes imperialis",28,54
"Caudata","Plethodontidae","Speleomantes italicus",28,54
"Caudata","Plethodontidae","Speleomantes supramontis",28,NA
"Caudata","Plethodontidae","Thorius dubitus",26,NA
"Caudata","Plethodontidae","Thorius dubitus",26,NA
"Caudata","Plethodontidae","Thorius narisovalis",26,NA
"Caudata","Plethodontidae","Thorius pennatulus",26,52
"Caudata","Plethodontidae","Thorius sp.",26,NA
"Caudata","Proteidae","Necturus alabamensis",38,68
"Caudata","Proteidae","Necturus beyeri",38,64
"Caudata","Proteidae","Necturus lewisi",38,76
"Caudata","Proteidae","Necturus maculosus",38,64
"Caudata","Proteidae","Necturus punctatus",38,76
"Caudata","Proteidae","Proteus anguinus",38,68
"Caudata","Rhyacotritonidae","Rhyacotriton olympicus",26,52
"Caudata","Salamandridae","Calotriton asper",24,48
"Caudata","Salamandridae","Chioglossa lusitanica",24,NA
"Caudata","Salamandridae","Cynops cyanurus",24,48
"Caudata","Salamandridae","Cynops orientalis",24,48
"Caudata","Salamandridae","Cynops pyrrhogaster",24,NA
"Caudata","Salamandridae","Cynops yunnanensis",24,48
"Caudata","Salamandridae","Echinotriton andersoni",24,46
"Caudata","Salamandridae","Euproctus montanus",24,48
"Caudata","Salamandridae","Euproctus platycephalus",24,48
"Caudata","Salamandridae","Ichthyosaura alpestris",24,48
"Caudata","Salamandridae","Ichthyosaura alpestris",24,48
"Caudata","Salamandridae","Lissotriton boscai",24,48
"Caudata","Salamandridae","Lissotriton helveticus",24,48
"Caudata","Salamandridae","Lissotriton italicus",24,48
"Caudata","Salamandridae","Lissotriton montandoni",24,48
"Caudata","Salamandridae","Lissotriton vulgaris",24,48
"Caudata","Salamandridae","Lissotriton vulgaris",24,48
"Caudata","Salamandridae","Mertensiella caucasica",24,48
"Caudata","Salamandridae","Neurergus crocatus",24,48
"Caudata","Salamandridae","Neurergus strauchii",24,48
"Caudata","Salamandridae","Notophthalmus viridescens",22,NA
"Caudata","Salamandridae","Notophthalmus viridescens viridescens",22,44
"Caudata","Salamandridae","Ommatotriton ophryticus",24,48
"Caudata","Salamandridae","Pachytriton brevipes",24,48
"Caudata","Salamandridae","Paramesotriton caudopunctatus",24,48
"Caudata","Salamandridae","Paramesotriton chinensis",24,48
"Caudata","Salamandridae","Paramesotriton hongkongensis",24,NA
"Caudata","Salamandridae","Paramesotriton labiatus",24,48
"Caudata","Salamandridae","Pleurodeles poireti",24,48
"Caudata","Salamandridae","Pleurodeles waltl",24,48
"Caudata","Salamandridae","Salamandra atra",24,48
"Caudata","Salamandridae","Salamandra salamandra",24,48
"Caudata","Salamandridae","Salamandrina terdigitata",24,48
"Caudata","Salamandridae","Taricha granulosa twittyi",22,44
"Caudata","Salamandridae","Taricha rivularis",22,44
"Caudata","Salamandridae","Taricha torosa torosa",22,44
"Caudata","Salamandridae","Triturus carnifex",24,48
"Caudata","Salamandridae","Triturus cristatus",24,48
"Caudata","Salamandridae","Triturus dobrogicus",24,48
"Caudata","Salamandridae","Triturus karelinii",24,48
"Caudata","Salamandridae","Triturus marmoratus",24,48
"Caudata","Salamandridae","Tylototriton kweichowensis",24,48
"Caudata","Salamandridae","Tylototriton shanjing",24,48
"Caudata","Salamandridae","Tylototriton verrucosus",24,46
"Caudata","Salamandridae","Tylototriton wenxianensis",24,48
"Caudata","Sirenidae","Pseudobranchus striatus",48,NA
"Caudata","Sirenidae","Pseudobranchus striatus",64,120
"Caudata","Sirenidae","Siren intermedia",46,90
"Caudata","Sirenidae","Siren lacertina",52,100
"Gymnophiona","Caeciliidae","Caecilia occidentalis",24,34
"Gymnophiona","Dermophiidae","Dermophis mexicanus",26,44
"Gymnophiona","Dermophiidae","Geotrypetes seraphini",38,58
"Gymnophiona","Dermophiidae","Gymnopis multiplicata",26,44
"Gymnophiona","Dermophiidae","Gymnopis multiplicata",24,44
"Gymnophiona","Dermophiidae","Schistometopum gregorii",22,40
"Gymnophiona","Herpelidae","Boulengerula taitana",34,52
"Gymnophiona","Ichtyophiidae","Ichthyophis asplenius",42,52
"Gymnophiona","Ichtyophiidae","Ichthyophis bannanicus",42,62
"Gymnophiona","Ichtyophiidae","Ichthyophis beddomei",42,52
"Gymnophiona","Ichtyophiidae","Ichthyophis bombayensis",42,60
"Gymnophiona","Ichtyophiidae","Ichthyophis bombayensis",44,66
"Gymnophiona","Ichtyophiidae","Ichthyophis bombayensis",42,58
"Gymnophiona","Ichtyophiidae","Ichthyophis cf. tricolor",44,64
"Gymnophiona","Ichtyophiidae","Ichthyophis glutinosus",42,60
"Gymnophiona","Ichtyophiidae","Ichthyophis kodaguensis",42,60
"Gymnophiona","Ichtyophiidae","Ichthyophis kohtaoensis",42,64
"Gymnophiona","Ichtyophiidae","Ichthyophis orthoplicatus",42,64
"Gymnophiona","Ichtyophiidae","Ichthyophis tricolor",42,62
"Gymnophiona","Ichtyophiidae","Ichthyophis tricolor",42,64
"Gymnophiona","Ichtyophiidae","Uraeotyphlus gansi",42,58
"Gymnophiona","Ichtyophiidae","Uraeotyphlus interruptus",36,58
"Gymnophiona","Ichtyophiidae","Uraeotyphlus menoni",36,58
"Gymnophiona","Ichtyophiidae","Uraeotyphlus narayani",36,58
"Gymnophiona","Ichtyophiidae","Uraeotyphlus oxyurus",36,58
"Gymnophiona","Indotyphlidae","Gegeneophis carnosus",26,50
"Gymnophiona","Indotyphlidae","Gegeneophis carnosus",30,NA
"Gymnophiona","Indotyphlidae","Gegeneophis danieli",26,52
"Gymnophiona","Indotyphlidae","Gegeneophis danieli",26,52
"Gymnophiona","Indotyphlidae","Gegeneophis krishni",26,50
"Gymnophiona","Indotyphlidae","Gegeneophis madhavai",26,52
"Gymnophiona","Indotyphlidae","Gegeneophis ramaswamii",30,52
"Gymnophiona","Indotyphlidae","Gegeneophis ramaswamii",28,NA
"Gymnophiona","Indotyphlidae","Gegeneophis seshachari",28,52
"Gymnophiona","Indotyphlidae","Gegeneophis sp",28,50
"Gymnophiona","Indotyphlidae","Grandisonia alternans",26,52
"Gymnophiona","Indotyphlidae","Grandisonia larvata",26,52
"Gymnophiona","Indotyphlidae","Grandisonia sechellensis",26,52
"Gymnophiona","Indotyphlidae","Hypogeophis brevis",26,52
"Gymnophiona","Indotyphlidae","Hypogeophis rostratus",26,50
"Gymnophiona","Indotyphlidae","Indotyphlus battersbyi",26,50
"Gymnophiona","Indotyphlidae","Praslinia cooperi",26,50
"Gymnophiona","Siphonopidae","Siphonops paulensis",24,NA
"Gymnophiona","Typhlonectidae","Chthonerpeton indistinctum",20,38
"Gymnophiona","Typhlonectidae","Typhlonectes compressicauda",28,56
