"Order","Family","Species","Diploid.number","Fundamental.number"
"Anura","Dicroglossidae","Nanorana ventripunctata",26,52
"Anura","Dicroglossidae","Nanorana yunnanensis",64,64
"Anura","Dicroglossidae","Occidozyga laevis",26,52
"Anura","Dicroglossidae","Occidozyga lima",26,52
"Anura","Dicroglossidae","Occidozyga lima",26,NA
"Anura","Dicroglossidae","Occidozyga martensii",26,52
"Anura","Dicroglossidae","Quasipaa boulengeri",26,50
"Anura","Dicroglossidae","Quasipaa boulengeri",26,52
"Anura","Dicroglossidae","Quasipaa boulengeri",26,NA
"Anura","Dicroglossidae","Quasipaa exilispinosa",26,52
"Anura","Dicroglossidae","Quasipaa jiulongensis",26,52
"Anura","Dicroglossidae","Quasipaa spinosa",26,52
"Anura","Dicroglossidae","Quasipaa yei",26,52
"Anura","Eleutherodactylidae","Diasporus diastema",20,36
"Anura","Eleutherodactylidae","Diasporus diastema",18,36
"Anura","Eleutherodactylidae","Diasporus vocator",18,31
"Anura","Eleutherodactylidae","Eleutherodactylus abbotti",18,36
"Anura","Eleutherodactylidae","Eleutherodactylus alticola",32,36
"Anura","Eleutherodactylidae","Eleutherodactylus amplinympha",28,34
"Anura","Eleutherodactylidae","Eleutherodactylus andrewsi",32,36
"Anura","Eleutherodactylidae","Eleutherodactylus antillensis",26,50
"Anura","Eleutherodactylidae","Eleutherodactylus antillensis",26,46
"Anura","Eleutherodactylidae","Eleutherodactylus antillensis",26,52
"Anura","Eleutherodactylidae","Eleutherodactylus atkinsi",28,36
"Anura","Eleutherodactylidae","Eleutherodactylus auriculatus",18,36
"Anura","Eleutherodactylidae","Eleutherodactylus bakeri",28,32
"Anura","Eleutherodactylidae","Eleutherodactylus bakeri",27,32
"Anura","Eleutherodactylidae","Eleutherodactylus brittoni",26,42
"Anura","Eleutherodactylidae","Eleutherodactylus brittoni",26,52
"Anura","Eleutherodactylidae","Eleutherodactylus cavernicola",30,36
"Anura","Eleutherodactylidae","Eleutherodactylus cochranae",26,42
"Anura","Eleutherodactylidae","Eleutherodactylus cooki",26,50
"Anura","Eleutherodactylidae","Eleutherodactylus coqui",26,52
"Anura","Eleutherodactylidae","Eleutherodactylus cubanus",22,44
"Anura","Eleutherodactylidae","Eleutherodactylus cundalli",30,36
"Anura","Eleutherodactylidae","Eleutherodactylus cundalli",29,36
"Anura","Eleutherodactylidae","Eleutherodactylus cuneatus",32,NA
"Anura","Eleutherodactylidae","Eleutherodactylus dimidiatus",30,32
"Anura","Eleutherodactylidae","Eleutherodactylus eneidae",26,52
"Anura","Eleutherodactylidae","Eleutherodactylus fuscus",28,38
"Anura","Eleutherodactylidae","Eleutherodactylus glandulifer",31,32
"Anura","Eleutherodactylidae","Eleutherodactylus glaucoreius",30,36
"Anura","Eleutherodactylidae","Eleutherodactylus glaucoreius",29,36
"Anura","Eleutherodactylidae","Eleutherodactylus goini",32,36
"Anura","Eleutherodactylidae","Eleutherodactylus gossei",26,38
"Anura","Eleutherodactylidae","Eleutherodactylus grabhami",30,56
"Anura","Eleutherodactylidae","Eleutherodactylus griphus",32,36
"Anura","Eleutherodactylidae","Eleutherodactylus gryllus",26,50
"Anura","Eleutherodactylidae","Eleutherodactylus hedricki",26,46
"Anura","Eleutherodactylidae","Eleutherodactylus hedricki",26,52
"Anura","Eleutherodactylidae","Eleutherodactylus heminota",28,32
"Anura","Eleutherodactylidae","Eleutherodactylus heminota",27,32
"Anura","Eleutherodactylidae","Eleutherodactylus heminota",30,NA
"Anura","Eleutherodactylidae","Eleutherodactylus ionthus",26,NA
"Anura","Eleutherodactylidae","Eleutherodactylus jamaicensis",30,42
"Anura","Eleutherodactylidae","Eleutherodactylus jasperi",26,NA
"Anura","Eleutherodactylidae","Eleutherodactylus johnstonei",28,36
"Anura","Eleutherodactylidae","Eleutherodactylus junori",24,38
"Anura","Eleutherodactylidae","Eleutherodactylus karlschmidti",30,40
"Anura","Eleutherodactylidae","Eleutherodactylus klinikowskii",32,38
"Anura","Eleutherodactylidae","Eleutherodactylus leprus",26,36
"Anura","Eleutherodactylidae","Eleutherodactylus limbatus",32,36
"Anura","Eleutherodactylidae","Eleutherodactylus locustus",26,48
"Anura","Eleutherodactylidae","Eleutherodactylus luteolus",28,30
"Anura","Eleutherodactylidae","Eleutherodactylus mariposa",22,NA
"Anura","Eleutherodactylidae","Eleutherodactylus marnockii",26,NA
"Anura","Eleutherodactylidae","Eleutherodactylus martinicensis",28,34
"Anura","Eleutherodactylidae","Eleutherodactylus nitidus",22,NA
"Anura","Eleutherodactylidae","Eleutherodactylus nortoni",30,NA
"Anura","Eleutherodactylidae","Eleutherodactylus nubicola",32,36
"Anura","Eleutherodactylidae","Eleutherodactylus orcutti",32,36
"Anura","Eleutherodactylidae","Eleutherodactylus pantoni",26,36
"Anura","Eleutherodactylidae","Eleutherodactylus patriciae",22,34
"Anura","Eleutherodactylidae","Eleutherodactylus pentasyringos",28,36
"Anura","Eleutherodactylidae","Eleutherodactylus planirostris",32,36
"Anura","Eleutherodactylidae","Eleutherodactylus planirostris",32,38
"Anura","Eleutherodactylidae","Eleutherodactylus planirostris goinii",32,NA
"Anura","Eleutherodactylidae","Eleutherodactylus planirostris planirostris",32,NA
"Anura","Eleutherodactylidae","Eleutherodactylus portoricensis",26,52
"Anura","Eleutherodactylidae","Eleutherodactylus portoricensis",26,42
"Anura","Eleutherodactylidae","Eleutherodactylus richmondi",30,48
"Anura","Eleutherodactylidae","Eleutherodactylus riparius",32,36
"Anura","Eleutherodactylidae","Eleutherodactylus sisyphodemus",32,46
"Anura","Eleutherodactylidae","Eleutherodactylus sp 1",26,NA
"Anura","Eleutherodactylidae","Eleutherodactylus sp 2",22,40
"Anura","Eleutherodactylidae","Eleutherodactylus unicolor",30,36
"Anura","Eleutherodactylidae","Eleutherodactylus varians",18,36
"Anura","Eleutherodactylidae","Eleutherodactylus varians",34,36
"Anura","Eleutherodactylidae","Eleutherodactylus varleyi",32,NA
"Anura","Eleutherodactylidae","Eleutherodactylus wightmanae",26,50
"Anura","Eleutherodactylidae","Eleutherodactylus zugi",32,38
"Anura","Eleutherodactylidae","Eleutherodactylus zugi",30,36
"Anura","Eleutherodactylidae","Syrrhophus marnocki",30,36
"Anura","Heleophrynidae","Heleophryne purcelli",26,52
"Anura","Hemiphractidae","Cryptobatrachus boulengeri",26,52
"Anura","Hemiphractidae","Flectonotus fitzgeraldi",28,28
"Anura","Hemiphractidae","Flectonotus pygmaeus",28,NA
"Anura","Hemiphractidae","Flectonotus pygmaeus",28,28
"Anura","Hemiphractidae","Fritziana fissilis",30,44
"Anura","Hemiphractidae","Fritziana goeldii",26,42
"Anura","Hemiphractidae","Fritziana ohausi",28,44
"Anura","Hemiphractidae","Gastrotheca andaquiensis",26,46
"Anura","Hemiphractidae","Gastrotheca cornuta",28,NA
"Anura","Hemiphractidae","Gastrotheca espeletia",26,36
"Anura","Hemiphractidae","Gastrotheca fissipes",26,NA
"Anura","Hemiphractidae","Gastrotheca gracilis",26,52
"Anura","Hemiphractidae","Gastrotheca griswoldi",26,52
"Anura","Hemiphractidae","Gastrotheca megacephala",26,52
"Anura","Hemiphractidae","Gastrotheca microdiscus",24,NA
"Anura","Hemiphractidae","Gastrotheca monticola",26,52
"Anura","Hemiphractidae","Gastrotheca nicefori",26,50
"Anura","Hemiphractidae","Gastrotheca ovifera",26,52
"Anura","Hemiphractidae","Gastrotheca peruana",26,50
"Anura","Hemiphractidae","Gastrotheca pseustes",26,52
"Anura","Hemiphractidae","Gastrotheca riobambae",26,38
"Anura","Hemiphractidae","Gastrotheca sp A",26,52
"Anura","Hemiphractidae","Gastrotheca sp B",26,52
"Anura","Hemiphractidae","Gastrotheca sp C",26,52
"Anura","Hemiphractidae","Gastrotheca walkeri",26,48
"Anura","Hemiphractidae","Stefania evansi",26,52
"Anura","Hemisotidae","Hemisus marmoratus",24,46
"Anura","Hemisotidae","Hemisus sp",24,48
"Anura","Hylidae","Acris crepitans",22,44
"Anura","Hylidae","Acris crepitans blanchardi",22,NA
"Anura","Hylidae","Acris gryllus",22,44
"Anura","Hylidae","Aparasphenodon bokermanni",24,48
"Anura","Hylidae","Aparasphenodon brunoi",24,48
"Anura","Hylidae","Aplastodiscus albofrenatus",22,NA
"Anura","Hylidae","Aplastodiscus albofrenatus",24,NA
"Anura","Hylidae","Aplastodiscus albofrenatus",22,44
"Anura","Hylidae","Aplastodiscus albosignatus",18,36
"Anura","Hylidae","Aplastodiscus albosignatus",20,40
"Anura","Hylidae","Aplastodiscus albosignatus",20,40
"Anura","Hylidae","Aplastodiscus albosignatus",20,40
"Anura","Hylidae","Aplastodiscus arildae",22,44
"Anura","Hylidae","Aplastodiscus cochranae",24,48
"Anura","Hylidae","Aplastodiscus ehrhardti",22,44
"Anura","Hylidae","Aplastodiscus eugenioi",22,44
"Anura","Hylidae","Aplastodiscus leucopygius",18,36
"Anura","Hylidae","Aplastodiscus perviridis",24,48
"Anura","Hylidae","Boana aff semiguttata",24,48
"Anura","Hylidae","Boana albomarginata",24,NA
"Anura","Hylidae","Boana albomarginata",24,48
"Anura","Hylidae","Boana albonigra",24,NA
"Anura","Hylidae","Boana albopunctata",22,44
"Anura","Hylidae","Boana alemani",24,48
"Anura","Hylidae","Boana almendarizae",24,NA
"Anura","Hylidae","Boana atlantica",24,48
"Anura","Hylidae","Boana bischoffi",24,NA
"Anura","Hylidae","Boana bischoffi",24,48
"Anura","Hylidae","Boana bischoffi",24,NA
"Anura","Hylidae","Boana bischoffi",24,48
"Anura","Hylidae","Boana boans",24,48
"Anura","Hylidae","Boana boans",24,NA
"Anura","Hylidae","Boana caingua",24,NA
"Anura","Hylidae","Boana caingua",24,NA
"Anura","Hylidae","Boana calcarata",24,48
"Anura","Hylidae","Boana cf alfaroi",22,NA
"Anura","Hylidae","Boana cf lanciformis",24,NA
"Anura","Hylidae","Boana cf semilineata",24,NA
"Anura","Hylidae","Boana cinerascens",24,NA
"Anura","Hylidae","Boana cinerascens",24,48
"Anura","Hylidae","Boana cinerascens",24,NA
"Anura","Hylidae","Boana cipoensis",24,NA
"Anura","Hylidae","Boana cordobae",24,48
"Anura","Hylidae","Boana cordobae",24,NA
"Anura","Hylidae","Boana crepitans",24,48
"Anura","Hylidae","Boana curupi",24,NA
"Anura","Hylidae","Boana faber",24,NA
"Anura","Hylidae","Boana faber",24,48
"Anura","Hylidae","Boana faber",24,NA
"Anura","Hylidae","Boana fasciata",24,NA
"Anura","Hylidae","Boana geographica",24,48
"Anura","Hylidae","Boana guentheri",24,48
"Anura","Hylidae","Boana heilprini",24,NA
"Anura","Hylidae","Boana joaquini",24,48
"Anura","Hylidae","Boana joaquini",24,NA
"Anura","Hylidae","Boana lanciformis",22,44
"Anura","Hylidae","Boana leucocheila",22,NA
"Anura","Hylidae","Boana lundii",24,48
"Anura","Hylidae","Boana marginata",24,48
"Anura","Hylidae","Boana marianitae",24,NA
"Anura","Hylidae","Boana multifasciata",24,48
"Anura","Hylidae","Boana multifasciata",22,NA
"Anura","Hylidae","Boana multifasciata",24,NA
"Anura","Hylidae","Boana pardalis",24,NA
"Anura","Hylidae","Boana pardalis",24,48
"Anura","Hylidae","Boana pellucens",24,NA
"Anura","Hylidae","Boana polytaenia",24,48
"Anura","Hylidae","Boana pombali",24,48
"Anura","Hylidae","Boana prasina",24,NA
"Anura","Hylidae","Boana pulchella",24,48
"Anura","Hylidae","Boana pulchella",24,NA
"Anura","Hylidae","Boana pulchella",24,48
"Anura","Hylidae","Boana punctata",24,48
"Anura","Hylidae","Boana punctata",24,NA
"Anura","Hylidae","Boana raniceps",24,NA
"Anura","Hylidae","Boana raniceps",24,48
"Anura","Hylidae","Boana riojana",24,NA
"Anura","Hylidae","Boana rosenbergi",24,NA
"Anura","Hylidae","Boana rufitela",24,NA
"Anura","Hylidae","Boana semiguttata",24,48
"Anura","Hylidae","Boana semilineata",24,48
"Anura","Hylidae","Boana stellae",24,NA
"Anura","Hylidae","Boana wavrini",24,48
"Anura","Hylidae","Boana wavrini",24,NA
"Anura","Hylidae","Bokermannohyla aff circumdata",24,NA
"Anura","Hylidae","Bokermannohyla ahenea",24,48
"Anura","Hylidae","Bokermannohyla alvarengai",24,48
"Anura","Hylidae","Bokermannohyla circumdata",24,48
"Anura","Hylidae","Bokermannohyla hylax",24,48
"Anura","Hylidae","Bokermannohyla ibitiguara",24,48
"Anura","Hylidae","Bokermannohyla luctuosa",24,48
"Anura","Hylidae","Bokermannohyla martinsi",24,48
"Anura","Hylidae","Bokermannohyla saxicola",24,48
"Anura","Hylidae","Bokermannohyla sp 1",24,48
"Anura","Hylidae","Bokermannohyla sp 2",24,48
"Anura","Hylidae","Bokermannohyla sp 3",24,48
"Anura","Hylidae","Bokermannohyla sp 4",24,48
"Anura","Hylidae","Charadrahyla chaneque",24,NA
"Anura","Hylidae","Corythomantis greeningi",24,48
"Anura","Hylidae","Dendropsophus anceps",30,58
"Anura","Hylidae","Dendropsophus berthalutzae",30,52
"Anura","Hylidae","Dendropsophus bipunctatus",30,58
"Anura","Hylidae","Dendropsophus cruzi",30,54
"Anura","Hylidae","Dendropsophus decipiens",30,56
"Anura","Hylidae","Dendropsophus ebraccatus",30,NA
"Anura","Hylidae","Dendropsophus elegans",30,56
"Anura","Hylidae","Dendropsophus elegans",30,52
"Anura","Hylidae","Dendropsophus elianeae",30,54
"Anura","Hylidae","Dendropsophus jimi",30,50
"Anura","Hylidae","Dendropsophus leali",30,58
"Anura","Hylidae","Dendropsophus leucophyllatus",30,52
"Anura","Hylidae","Dendropsophus luteoocellatus",30,54
"Anura","Hylidae","Dendropsophus mathiassoni",30,56
"Anura","Hylidae","Dendropsophus melanargyreus",30,NA
"Anura","Hylidae","Dendropsophus meridianus",30,NA
"Anura","Hylidae","Dendropsophus microcephalus",30,NA
"Anura","Hylidae","Dendropsophus microcephalus",30,NA
"Anura","Hylidae","Dendropsophus microcephalus",30,60
"Anura","Hylidae","Dendropsophus microps",30,52
"Anura","Hylidae","Dendropsophus minutus",30,60
"Anura","Hylidae","Dendropsophus molitor",30,50
"Anura","Hylidae","Dendropsophus nahdereri",30,50
"Anura","Hylidae","Dendropsophus nanus",30,52
"Anura","Hylidae","Dendropsophus novaisi",30,50
"Anura","Hylidae","Dendropsophus parviceps",30,52
"Anura","Hylidae","Dendropsophus phlebodes",30,NA
"Anura","Hylidae","Dendropsophus rhodopeplus",30,58
"Anura","Hylidae","Dendropsophus rubicundulus",30,54
"Anura","Hylidae","Dendropsophus rubicundulus",30,58
"Anura","Hylidae","Dendropsophus rubicundulus",30,56
